栄養素id,栄養素,食材,100gあたり含有量,単位,一食の目安量g,一食あたり,一日の目安量,割合%,レベル,タグ,食品番号,含有量の出典,基準値の出典,確認メモ
alc,アルコール,日本酒,12.3,g,180,22.14,20.0,111,1,,16001,確認済,食事摂取基準に基準なし／健康日本21・節度ある適度な飲酒20g,実線化・日本食品標準成分表（八訂）増補2023年照合（品番16001 清酒普通酒）
alc,アルコール,焼酎,20.5,g,90,18.45,20.0,92,1,,16015,確認済,食事摂取基準に基準なし／健康日本21・節度ある適度な飲酒20g,実線化・日本食品標準成分表（八訂）増補2023年照合（品番16015 単式蒸留しょうちゅう）
alc,アルコール,ワイン,9.3,g,120,11.16,20.0,56,1,,16011,確認済,食事摂取基準に基準なし／健康日本21・節度ある適度な飲酒20g,実線化・日本食品標準成分表（八訂）増補2023年照合（品番16011 ぶどう酒赤）
alc,アルコール,ビール,3.7,g,350,12.95,20.0,65,1,,16006,確認済,食事摂取基準に基準なし／健康日本21・節度ある適度な飲酒20g,実線化・日本食品標準成分表（八訂）増補2023年照合（品番16006 ビール淡色）
alc,アルコール,梅酒,10.2,g,60,6.12,20.0,31,1,,16022,確認済,食事摂取基準に基準なし／健康日本21・節度ある適度な飲酒20g,実線化・日本食品標準成分表（八訂）増補2023年照合（品番16022 梅酒）
b1,ビタミンB1,豚もも,0.9,mg,80,0.72,0.9,80.0,1,,11130,確認済,2025年版・女性30-49・推奨量,11130 ＜畜肉類＞ ぶた ［大型種肉］ もも 脂身つき 生
b1,ビタミンB1,玄米,0.41,mg,150,0.61,0.9,67.8,1,,01080,確認済,2025年版・女性30-49・推奨量,01080 こめ ［水稲穀粒］ 玄米
b1,ビタミンB1,豚ひき肉,0.69,mg,80,0.55,0.9,61.1,1,,11163,確認済,2025年版・女性30-49・推奨量,11163 ＜畜肉類＞ ぶた ［ひき肉］ 生
b1,ビタミンB1,豚ロース,0.69,mg,80,0.55,0.9,61.1,1,,11123,確認済,2025年版・女性30-49・推奨量,11123 ＜畜肉類＞ ぶた ［大型種肉］ ロース 脂身つき 生
b1,ビタミンB1,豚ばら,0.51,mg,80,0.41,0.9,45.6,1,,11129,確認済,2025年版・女性30-49・推奨量,11129 ＜畜肉類＞ ぶた ［大型種肉］ ばら 脂身つき 生
b1,ビタミンB1,大豆,0.71,mg,50,0.35,0.9,38.9,1,,04023,確認済,2025年版・女性30-49・推奨量,04023 だいず ［全粒・全粒製品］ 全粒 黄大豆 国産 乾
b1,ビタミンB1,うなぎ,0.37,mg,80,0.3,0.9,33.3,1,,10067,確認済,2025年版・女性30-49・推奨量,10067 ＜魚類＞ うなぎ 養殖 生
b1,ビタミンB1,さば,0.21,mg,80,0.17,0.9,18.9,2,,10154,確認済,2025年版・女性30-49・推奨量,10154 ＜魚類＞ （さば類） まさば 生
b1,ビタミンB1,枝豆,0.31,mg,50,0.15,0.9,16.7,2,,06015,確認済,2025年版・女性30-49・推奨量,06015 えだまめ 生
b1,ビタミンB1,鮭,0.15,mg,80,0.12,0.9,13.3,2,,10134,確認済,2025年版・女性30-49・推奨量,10134 ＜魚類＞ （さけ・ます類） しろさけ 生
b1,ビタミンB1,白米,0.08,mg,150,0.12,0.9,13.3,2,,01083,確認済,2025年版・女性30-49・推奨量,01083 こめ ［水稲穀粒］ 精白米 うるち米
b1,ビタミンB1,まぐろ,0.15,mg,80,0.12,0.9,13.3,2,,10252,確認済,2025年版・女性30-49・推奨量,10252 ＜魚類＞ （まぐろ類） きはだ 生
b1,ビタミンB1,さつまいも,0.11,mg,100,0.11,0.9,12.2,2,,02006,確認済,2025年版・女性30-49・推奨量,02006 ＜いも類＞ （さつまいも類） さつまいも 塊根 皮なし 生
b1,ビタミンB1,かつお,0.13,mg,80,0.1,0.9,11.1,3,,10086,確認済,2025年版・女性30-49・推奨量,10086 ＜魚類＞ （かつお類） かつお 春獲り 生
b1,ビタミンB1,ブロッコリー,0.17,mg,60,0.1,0.9,11.1,3,,06263,確認済,2025年版・女性30-49・推奨量,06263 ブロッコリー 花序 生
b1,ビタミンB1,じゃがいも,0.09,mg,100,0.09,0.9,10.0,3,,02017,確認済,2025年版・女性30-49・推奨量,02017 ＜いも類＞ じゃがいも 塊茎 皮なし 生
b1,ビタミンB1,ベーコン,0.47,mg,20,0.09,0.9,10.0,3,,11183,確認済,2025年版・女性30-49・推奨量,11183 ＜畜肉類＞ ぶた ［ベーコン類］ ばらベーコン
b12,ビタミンB12,あさり,52.0,µg,40,20.8,4.0,520.0,1,,10281,確認済,2025年版・女性30-49・目安量,10281 ＜貝類＞ あさり 生
b12,ビタミンB12,牡蠣,23.0,µg,60,13.8,4.0,345.0,1,,10292,確認済,2025年版・女性30-49・目安量,10292 ＜貝類＞ かき 養殖 生
b12,ビタミンB12,いわし,16.0,µg,80,12.8,4.0,320.0,1,,10047,確認済,2025年版・女性30-49・目安量,成分表八訂 ＜魚類＞ （いわし類） まいわし 生／目安量は暫定
b12,ビタミンB12,さんま,16.0,µg,80,12.8,4.0,320.0,1,,10173,確認済,2025年版・女性30-49・目安量,10173 ＜魚類＞ さんま 皮つき 生
b12,ビタミンB12,豚レバー,25.0,µg,50,12.5,4.0,312,1,,11166,確認済,2025年版・女性30-49・目安量,豚レバーに統一（増補2023照合）
b12,ビタミンB12,さば,13.0,µg,80,10.4,4.0,260.0,1,,10154,確認済,2025年版・女性30-49・目安量,10154 ＜魚類＞ （さば類） まさば 生
b12,ビタミンB12,かつお,8.4,µg,80,6.72,4.0,168.0,1,,10086,確認済,2025年版・女性30-49・目安量,10086 ＜魚類＞ （かつお類） かつお 春獲り 生
b12,ビタミンB12,ほたて,11.0,µg,60,6.6,4.0,165.0,1,,10311,確認済,2025年版・女性30-49・目安量,成分表八訂 ＜貝類＞ ほたてがい 生／目安量は暫定
b12,ビタミンB12,鮭,5.9,µg,80,4.72,4.0,118.0,1,,10134,確認済,2025年版・女性30-49・目安量,10134 ＜魚類＞ （さけ・ます類） しろさけ 生
b12,ビタミンB12,まぐろ,5.8,µg,80,4.64,4.0,116.0,1,,10252,確認済,2025年版・女性30-49・目安量,10252 ＜魚類＞ （まぐろ類） きはだ 生
b12,ビタミンB12,いか,4.9,µg,80,3.92,4.0,98.0,1,,10345,確認済,2025年版・女性30-49・目安量,成分表八訂 ＜いか・たこ類＞ （いか類） するめいか 生／目安量は暫定
b12,ビタミンB12,ぶり,3.8,µg,80,3.04,4.0,76.0,1,,10241,確認済,2025年版・女性30-49・目安量,成分表八訂 ＜魚類＞ ぶり 成魚 生／目安量は暫定
b12,ビタミンB12,うなぎ,3.5,µg,80,2.8,4.0,70.0,1,,10067,確認済,2025年版・女性30-49・目安量,10067 ＜魚類＞ うなぎ 養殖 生
b12,ビタミンB12,たら,1.3,µg,80,1.04,4.0,26.0,2,,10205,確認済,2025年版・女性30-49・目安量,成分表八訂 ＜魚類＞ （たら類） まだら 生／目安量は暫定
b12,ビタミンB12,たこ,1.3,µg,60,0.78,4.0,19.5,2,,10361,確認済,2025年版・女性30-49・目安量,成分表八訂 ＜いか・たこ類＞ （たこ類） まだこ 生／目安量は暫定
b12,ビタミンB12,牛乳,0.3,µg,200,0.6,4.0,15.0,2,,13003,確認済,2025年版・女性30-49・目安量,13003 ＜牛乳及び乳製品＞ （液状乳類） 普通牛乳
b12,ビタミンB12,卵,1.1,µg,50,0.55,4.0,13.8,2,,12004,確認済,2025年版・女性30-49・目安量,12004 鶏卵 全卵 生
b12,ビタミンB12,豚ひき肉,0.6,µg,80,0.48,4.0,12.0,2,,11163,確認済,2025年版・女性30-49・目安量,11163 ＜畜肉類＞ ぶた ［ひき肉］ 生
b12,ビタミンB12,豚ばら,0.5,µg,80,0.4,4.0,10.0,3,,11129,確認済,2025年版・女性30-49・目安量,11129 ＜畜肉類＞ ぶた ［大型種肉］ ばら 脂身つき 生
b2,ビタミンB2,豚レバー,3.6,mg,50,1.8,1.2,150,1,,11166,確認済,2025年版・女性30-49・推奨量,豚レバーに統一（増補2023照合）
b2,ビタミンB2,うなぎ,0.48,mg,80,0.38,1.2,31.7,1,,10067,確認済,2025年版・女性30-49・推奨量,10067 ＜魚類＞ うなぎ 養殖 生
b2,ビタミンB2,牛乳,0.15,mg,200,0.3,1.2,25.0,2,,13003,確認済,2025年版・女性30-49・推奨量,13003 ＜牛乳及び乳製品＞ （液状乳類） 普通牛乳
b2,ビタミンB2,アーモンド,1.04,mg,25,0.26,1.2,21.7,2,,05040,確認済,2025年版・女性30-49・推奨量,05040 アーモンド いり 無塩
b2,ビタミンB2,さば,0.31,mg,80,0.25,1.2,20.8,2,,10154,確認済,2025年版・女性30-49・推奨量,10154 ＜魚類＞ （さば類） まさば 生
b2,ビタミンB2,納豆,0.56,mg,45,0.25,1.2,20.8,2,,04046,確認済,2025年版・女性30-49・推奨量,04046 だいず ［納豆類］ 糸引き納豆
b2,ビタミンB2,さんま,0.28,mg,80,0.22,1.2,18.3,2,,10173,確認済,2025年版・女性30-49・推奨量,10173 ＜魚類＞ さんま 皮つき 生
b2,ビタミンB2,豚ひき肉,0.22,mg,80,0.18,1.2,15.0,2,,11163,確認済,2025年版・女性30-49・推奨量,11163 ＜畜肉類＞ ぶた ［ひき肉］ 生
b2,ビタミンB2,卵,0.37,mg,50,0.18,1.2,15.0,2,,12004,確認済,2025年版・女性30-49・推奨量,12004 鶏卵 全卵 生
b2,ビタミンB2,鮭,0.21,mg,80,0.17,1.2,14.2,2,,10134,確認済,2025年版・女性30-49・推奨量,10134 ＜魚類＞ （さけ・ます類） しろさけ 生
b2,ビタミンB2,豚もも,0.21,mg,80,0.17,1.2,14.2,2,,11130,確認済,2025年版・女性30-49・推奨量,11130 ＜畜肉類＞ ぶた ［大型種肉］ もも 脂身つき 生
b2,ビタミンB2,ヨーグルト,0.14,mg,100,0.14,1.2,11.7,3,,13025,確認済,2025年版・女性30-49・推奨量,成分表八訂 ＜牛乳及び乳製品＞ （発酵乳・乳酸菌飲料） ヨーグルト 全脂無糖／目安量は暫定
b2,ビタミンB2,かつお,0.17,mg,80,0.14,1.2,11.7,3,,10086,確認済,2025年版・女性30-49・推奨量,10086 ＜魚類＞ （かつお類） かつお 春獲り 生
b2,ビタミンB2,ブロッコリー,0.23,mg,60,0.14,1.2,11.7,3,,06263,確認済,2025年版・女性30-49・推奨量,06263 ブロッコリー 花序 生
b2,ビタミンB2,アボカド,0.2,mg,70,0.14,1.2,11.7,3,,07006,確認済,2025年版・女性30-49・推奨量,07006 アボカド 生
b2,ビタミンB2,ほうれん草,0.2,mg,70,0.14,1.2,11.7,3,,06267,確認済,2025年版・女性30-49・推奨量,06267 ほうれんそう 葉 通年平均 生
b2,ビタミンB2,大豆,0.26,mg,50,0.13,1.2,10.8,3,,04023,確認済,2025年版・女性30-49・推奨量,04023 だいず ［全粒・全粒製品］ 全粒 黄大豆 国産 乾
b2,ビタミンB2,豚ロース,0.15,mg,80,0.12,1.2,10.0,3,,11123,確認済,2025年版・女性30-49・推奨量,11123 ＜畜肉類＞ ぶた ［大型種肉］ ロース 脂身つき 生
b2,ビタミンB2,鶏もも,0.15,mg,80,0.12,1.2,10.0,3,,11221,確認済,2025年版・女性30-49・推奨量,11221 ＜鳥肉類＞ にわとり ［若どり・主品目］ もも 皮つき 生
b6,ビタミンB6,玄米,0.45,mg,150,0.68,1.2,56.7,1,,01080,確認済,2025年版・女性30-49・推奨量,01080 こめ ［水稲穀粒］ 玄米
b6,ビタミンB6,かつお,0.76,mg,80,0.61,1.2,50.8,1,,10086,確認済,2025年版・女性30-49・推奨量,10086 ＜魚類＞ （かつお類） かつお 春獲り 生
b6,ビタミンB6,鮭,0.64,mg,80,0.51,1.2,42.5,1,,10134,確認済,2025年版・女性30-49・推奨量,10134 ＜魚類＞ （さけ・ます類） しろさけ 生
b6,ビタミンB6,まぐろ,0.64,mg,80,0.51,1.2,42.5,1,,10252,確認済,2025年版・女性30-49・推奨量,10252 ＜魚類＞ （まぐろ類） きはだ 生
b6,ビタミンB6,さば,0.59,mg,80,0.47,1.2,39.2,1,,10154,確認済,2025年版・女性30-49・推奨量,10154 ＜魚類＞ （さば類） まさば 生
b6,ビタミンB6,鶏むね,0.57,mg,80,0.46,1.2,38.3,1,,11219,確認済,2025年版・女性30-49・推奨量,11219 ＜鳥肉類＞ にわとり ［若どり・主品目］ むね 皮つき 生
b6,ビタミンB6,さんま,0.54,mg,80,0.43,1.2,35.8,1,,10173,確認済,2025年版・女性30-49・推奨量,10173 ＜魚類＞ さんま 皮つき 生
b6,ビタミンB6,バナナ,0.38,mg,100,0.38,1.2,31.7,1,,07107,確認済,2025年版・女性30-49・推奨量,07107 バナナ 生
b6,ビタミンB6,ささみ,0.62,mg,60,0.37,1.2,30.8,1,,11227,確認済,2025年版・女性30-49・推奨量,11227 ＜鳥肉類＞ にわとり ［若どり・副品目］ ささみ 生
b6,ビタミンB6,豚ひき肉,0.36,mg,80,0.29,1.2,24.2,2,,11163,確認済,2025年版・女性30-49・推奨量,11163 ＜畜肉類＞ ぶた ［ひき肉］ 生
b6,ビタミンB6,大豆,0.51,mg,50,0.26,1.2,21.7,2,,04023,確認済,2025年版・女性30-49・推奨量,04023 だいず ［全粒・全粒製品］ 全粒 黄大豆 国産 乾
b6,ビタミンB6,豚ロース,0.32,mg,80,0.26,1.2,21.7,2,,11123,確認済,2025年版・女性30-49・推奨量,11123 ＜畜肉類＞ ぶた ［大型種肉］ ロース 脂身つき 生
b6,ビタミンB6,さつまいも,0.26,mg,100,0.26,1.2,21.7,2,,02006,確認済,2025年版・女性30-49・推奨量,02006 ＜いも類＞ （さつまいも類） さつまいも 塊根 皮なし 生
b6,ビタミンB6,豚もも,0.31,mg,80,0.25,1.2,20.8,2,,11130,確認済,2025年版・女性30-49・推奨量,11130 ＜畜肉類＞ ぶた ［大型種肉］ もも 脂身つき 生
b6,ビタミンB6,アボカド,0.29,mg,70,0.2,1.2,16.7,2,,07006,確認済,2025年版・女性30-49・推奨量,07006 アボカド 生
b6,ビタミンB6,じゃがいも,0.2,mg,100,0.2,1.2,16.7,2,,02017,確認済,2025年版・女性30-49・推奨量,02017 ＜いも類＞ じゃがいも 塊茎 皮なし 生
b6,ビタミンB6,鶏もも,0.25,mg,80,0.2,1.2,16.7,2,,11221,確認済,2025年版・女性30-49・推奨量,11221 ＜鳥肉類＞ にわとり ［若どり・主品目］ もも 皮つき 生
b6,ビタミンB6,豚ばら,0.22,mg,80,0.18,1.2,15.0,2,,11129,確認済,2025年版・女性30-49・推奨量,11129 ＜畜肉類＞ ぶた ［大型種肉］ ばら 脂身つき 生
b6,ビタミンB6,ブロッコリー,0.3,mg,60,0.18,1.2,15.0,2,,06263,確認済,2025年版・女性30-49・推奨量,06263 ブロッコリー 花序 生
b6,ビタミンB6,白米,0.12,mg,150,0.18,1.2,15.0,2,,01083,確認済,2025年版・女性30-49・推奨量,01083 こめ ［水稲穀粒］ 精白米 うるち米
b6,ビタミンB6,赤ピーマン,0.37,mg,50,0.18,1.2,15.0,2,,06247,確認済,2025年版・女性30-49・推奨量,06247 （ピーマン類） 赤ピーマン 果実 生
ca,カルシウム,低脂肪乳,130.0,mg,200,260.0,650.0,40.0,1,,13005,確認済,2025年版・女性30-49・推奨量,成分表八訂 ＜牛乳及び乳製品＞ （液状乳類） 加工乳 低脂肪／目安量は暫定
ca,カルシウム,厚揚げ,240.0,mg,100,240.0,650.0,36.9,1,,04039,確認済,2025年版・女性30-49・推奨量,成分表八訂 だいず ［豆腐・油揚げ類］ 生揚げ／目安量は暫定
ca,カルシウム,スキムミルク,1100.0,mg,20,220.0,650.0,33.8,1,,13010,確認済,2025年版・女性30-49・推奨量,成分表八訂 ＜牛乳及び乳製品＞ （粉乳類） 脱脂粉乳／目安量は暫定
ca,カルシウム,牛乳,110.0,mg,200,220.0,650,33.8,1,,13003,確認済,2025年版・女性30-49・推奨量,13003 ＜牛乳及び乳製品＞ （液状乳類） 普通牛乳
ca,カルシウム,モロヘイヤ,260.0,mg,60,156.0,650.0,24.0,2,,06293,確認済,2025年版・女性30-49・推奨量,成分表八訂 モロヘイヤ 茎葉 生／目安量は暫定
ca,カルシウム,木綿豆腐,93.0,mg,150,139.5,650.0,21.5,2,,04032,確認済,2025年版・女性30-49・推奨量,成分表八訂 だいず ［豆腐・油揚げ類］ 木綿豆腐／目安量は暫定
ca,カルシウム,チーズ,630,mg,20,126.0,650,19,2,,13040,確認済,2025年版・女性30-49・推奨量,日本食品標準成分表（八訂）増補2023年照合・実線化（品番13040）
ca,カルシウム,ヨーグルト,120.0,mg,100,120.0,650.0,18.5,2,,13025,確認済,2025年版・女性30-49・推奨量,成分表八訂 ＜牛乳及び乳製品＞ （発酵乳・乳酸菌飲料） ヨーグルト 全脂無糖／目安量は暫定
ca,カルシウム,小松菜,170.0,mg,70,119.0,650,18.3,2,,06086,確認済,2025年版・女性30-49・推奨量,06086 こまつな 葉 生
ca,カルシウム,絹ごし豆腐,75.0,mg,150,112.5,650.0,17.3,2,,04033,確認済,2025年版・女性30-49・推奨量,成分表八訂 だいず ［豆腐・油揚げ類］ 絹ごし豆腐／目安量は暫定
ca,カルシウム,水菜,210.0,mg,50,105.0,650.0,16.2,2,,06072,確認済,2025年版・女性30-49・推奨量,成分表八訂 みずな 葉 生／目安量は暫定
ca,カルシウム,うなぎ,130.0,mg,80,104.0,650,16.0,2,,10067,確認済,2025年版・女性30-49・推奨量,10067 ＜魚類＞ うなぎ 養殖 生
ca,カルシウム,油揚げ,310.0,mg,30,93.0,650.0,14.3,2,,04040,確認済,2025年版・女性30-49・推奨量,成分表八訂 だいず ［豆腐・油揚げ類］ 油揚げ 生／目安量は暫定
ca,カルシウム,大豆,180.0,mg,50,90.0,650,13.8,2,,04023,確認済,2025年版・女性30-49・推奨量,04023 だいず ［全粒・全粒製品］ 全粒 黄大豆 国産 乾
ca,カルシウム,ひじき,1000.0,mg,8,80.0,650,12.3,2,,09050,確認済,2025年版・女性30-49・推奨量,09050 ひじき ほしひじき ステンレス釜 乾
ca,カルシウム,わかめ,780.0,mg,10,78.0,650,12.0,2,,09040,確認済,2025年版・女性30-49・推奨量,09040 わかめ 乾燥わかめ 素干し
ca,カルシウム,ごま,1200.0,mg,6,72.0,650,11.1,3,,05017,確認済,2025年版・女性30-49・推奨量,05017 ごま 乾
ca,カルシウム,アーモンド,260.0,mg,25,65.0,650,10.0,3,,05040,確認済,2025年版・女性30-49・推奨量,05040 アーモンド いり 無塩
ca,カルシウム,いわし,74.0,mg,80,59.2,650.0,9.1,3,,10047,確認済,2025年版・女性30-49・推奨量,成分表八訂 ＜魚類＞ （いわし類） まいわし 生／目安量は暫定
ca,カルシウム,昆布,780.0,mg,5,39.0,650.0,6.0,3,,09017,確認済,2025年版・女性30-49・推奨量,成分表八訂 （こんぶ類） まこんぶ 素干し 乾／目安量は暫定
cu,銅,豚レバー,0.99,mg,50,0.49,0.7,71,1,,11166,確認済,2025年版・女性30-49・推奨量,豚レバーに統一（増補2023照合）
cu,銅,牡蠣,1.04,mg,60,0.62,0.7,88.6,1,,10292,確認済,2025年版・女性30-49・推奨量,10292 ＜貝類＞ かき 養殖 生
cu,銅,大豆,1.07,mg,50,0.54,0.7,77.1,1,,04023,確認済,2025年版・女性30-49・推奨量,04023 だいず ［全粒・全粒製品］ 全粒 黄大豆 国産 乾
cu,銅,玄米,0.27,mg,150,0.41,0.7,58.6,1,,01080,確認済,2025年版・女性30-49・推奨量,01080 こめ ［水稲穀粒］ 玄米
cu,銅,白米,0.22,mg,150,0.33,0.7,47.1,1,,01083,確認済,2025年版・女性30-49・推奨量,01083 こめ ［水稲穀粒］ 精白米 うるち米
cu,銅,アーモンド,1.19,mg,25,0.3,0.7,42.9,1,,05040,確認済,2025年版・女性30-49・推奨量,05040 アーモンド いり 無塩
cu,銅,納豆,0.61,mg,45,0.27,0.7,38.6,1,,04046,確認済,2025年版・女性30-49・推奨量,04046 だいず ［納豆類］ 糸引き納豆
cu,銅,枝豆,0.41,mg,50,0.2,0.7,28.6,2,,06015,確認済,2025年版・女性30-49・推奨量,06015 えだまめ 生
cu,銅,えび,0.33,mg,60,0.2,0.7,28.3,2,,10415,確認済,2025年版・女性30-49・推奨量,成分表八訂 ＜えび・かに類＞ （えび類） バナメイえび 養殖 生／目安量は暫定
cu,銅,アボカド,0.24,mg,70,0.17,0.7,24.3,2,,07006,確認済,2025年版・女性30-49・推奨量,07006 アボカド 生
cu,銅,さつまいも,0.17,mg,100,0.17,0.7,24.3,2,,02006,確認済,2025年版・女性30-49・推奨量,02006 ＜いも類＞ （さつまいも類） さつまいも 塊根 皮なし 生
cu,銅,ごぼう,0.21,mg,60,0.13,0.7,18.6,2,,06084,確認済,2025年版・女性30-49・推奨量,06084 ごぼう 根 生
cu,銅,オートミール,0.28,mg,40,0.11,0.7,15.7,2,,01004,確認済,2025年版・女性30-49・推奨量,01004 えんばく オートミール
cu,銅,さば,0.12,mg,80,0.1,0.7,14.3,2,,10154,確認済,2025年版・女性30-49・推奨量,10154 ＜魚類＞ （さば類） まさば 生
cu,銅,さんま,0.12,mg,80,0.1,0.7,14.3,2,,10173,確認済,2025年版・女性30-49・推奨量,10173 ＜魚類＞ さんま 皮つき 生
cu,銅,ごま,1.66,mg,6,0.1,0.7,14.3,2,,05017,確認済,2025年版・女性30-49・推奨量,05017 ごま 乾
cu,銅,キウイ,0.1,mg,100,0.1,0.7,14.3,2,,07054,確認済,2025年版・女性30-49・推奨量,07054 キウイフルーツ 緑肉種 生
cu,銅,かつお,0.11,mg,80,0.09,0.7,12.9,2,,10086,確認済,2025年版・女性30-49・推奨量,10086 ＜魚類＞ （かつお類） かつお 春獲り 生
cu,銅,里芋,0.15,mg,60,0.09,0.7,12.9,2,,02010,確認済,2025年版・女性30-49・推奨量,02010 ＜いも類＞ （さといも類） さといも 球茎 生
cu,銅,じゃがいも,0.09,mg,100,0.09,0.7,12.9,2,,02017,確認済,2025年版・女性30-49・推奨量,02017 ＜いも類＞ じゃがいも 塊茎 皮なし 生
cu,銅,バナナ,0.09,mg,100,0.09,0.7,12.9,2,,07107,確認済,2025年版・女性30-49・推奨量,07107 バナナ 生
cu,銅,ほうれん草,0.11,mg,70,0.08,0.7,11.4,3,,06267,確認済,2025年版・女性30-49・推奨量,06267 ほうれんそう 葉 通年平均 生
fat,脂質,豚ばら,35.4,g,80,28.32,57,49.7,1,,11129,確認済,2025年版・女性30-49・目標量25%E×2050kcal÷9で換算,11129 ＜畜肉類＞ ぶた ［大型種肉］ ばら 脂身つき 生
fat,脂質,さんま,25.6,g,80,20.48,57,35.9,1,,10173,確認済,2025年版・女性30-49・目標量25%E×2050kcal÷9で換算,10173 ＜魚類＞ さんま 皮つき 生
fat,脂質,うなぎ,19.3,g,80,15.44,57,27.1,2,,10067,確認済,2025年版・女性30-49・目標量25%E×2050kcal÷9で換算,10067 ＜魚類＞ うなぎ 養殖 生
fat,脂質,豚ロース,19.2,g,80,15.36,57,26.9,2,,11123,確認済,2025年版・女性30-49・目標量25%E×2050kcal÷9で換算,11123 ＜畜肉類＞ ぶた ［大型種肉］ ロース 脂身つき 生
fat,脂質,ぶり,17.6,g,80,14.08,57.0,24.7,2,,10241,確認済,2025年版・女性30-49・目標量25%E×2050kcal÷9で換算,成分表八訂 ＜魚類＞ ぶり 成魚 生／目安量は暫定
fat,脂質,豚ひき肉,17.2,g,80,13.76,57,24.1,2,,11163,確認済,2025年版・女性30-49・目標量25%E×2050kcal÷9で換算,11163 ＜畜肉類＞ ぶた ［ひき肉］ 生
fat,脂質,アーモンド,54.1,g,25,13.53,57,23.7,2,,05040,確認済,2025年版・女性30-49・目標量25%E×2050kcal÷9で換算,05040 アーモンド いり 無塩
fat,脂質,さば,16.8,g,80,13.44,57,23.6,2,,10154,確認済,2025年版・女性30-49・目標量25%E×2050kcal÷9で換算,10154 ＜魚類＞ （さば類） まさば 生
fat,脂質,ソーセージ,32.0,g,40,12.8,57.0,22.5,2,,11306,確認済,2025年版・女性30-49・目標量25%E×2050kcal÷9で換算,成分表八訂 ＜畜肉類＞ ぶた ［ソーセージ類］ ウインナーソーセージ ゆで／目安量は暫定
fat,脂質,アボカド,17.5,g,70,12.25,57,21.5,2,,07006,確認済,2025年版・女性30-49・目標量25%E×2050kcal÷9で換算,07006 アボカド 生
fat,脂質,鶏もも,14.2,g,80,11.36,57,19.9,2,,11221,確認済,2025年版・女性30-49・目標量25%E×2050kcal÷9で換算,11221 ＜鳥肉類＞ にわとり ［若どり・主品目］ もも 皮つき 生
fat,脂質,くるみ,68.8,g,15,10.32,57.0,18.1,2,,05014,確認済,2025年版・女性30-49・目標量25%E×2050kcal÷9で換算,成分表八訂 くるみ いり／目安量は暫定
fat,脂質,オリーブ油,100.0,g,10,10.0,57,17.5,2,unsat,14001,確認済,2025年版・女性30-49・目標量25%E×2050kcal÷9で換算,14001 （植物油脂類） オリーブ油
fat,脂質,大豆,19.7,g,50,9.85,57,17.3,2,,04023,確認済,2025年版・女性30-49・目標量25%E×2050kcal÷9で換算,04023 だいず ［全粒・全粒製品］ 全粒 黄大豆 国産 乾
fat,脂質,マヨネーズ,76.0,g,12,9.12,57,16.0,2,unsat,17042,確認済,2025年版・女性30-49・目標量25%E×2050kcal÷9で換算,17042 ＜調味料類＞ （ドレッシング類） 半固形状ドレッシング マヨネーズ 全卵型
fat,脂質,生クリーム,43.0,g,20,8.6,57,15.1,2,sat,13014,確認済,2025年版・女性30-49・目標量25%E×2050kcal÷9で換算,13014 ＜牛乳及び乳製品＞ （クリーム類） クリーム 乳脂肪
fat,脂質,チョコレート,34.1,g,30,10.23,57,18,2,sat,15116,確認済,2025年版・女性30-49・目標量25%E×2050kcal÷9で換算,日本食品標準成分表（八訂）増補2023年照合・実線化（品番15116）
fat,脂質,豚もも,10.2,g,80,8.16,57,14.3,2,,11130,確認済,2025年版・女性30-49・目標量25%E×2050kcal÷9で換算,11130 ＜畜肉類＞ ぶた ［大型種肉］ もも 脂身つき 生
fat,脂質,バター,81.0,g,10,8.1,57,14,2,sat,14017,確認済,2025年版・女性30-49・目標量25%E×2050kcal÷9で換算,日本食品標準成分表（八訂）増補2023年照合・実線化（品番14017）
fat,脂質,ベーコン,39.1,g,20,7.82,57,13.7,2,sat,11183,確認済,2025年版・女性30-49・目標量25%E×2050kcal÷9で換算,11183 ＜畜肉類＞ ぶた ［ベーコン類］ ばらベーコン
fat,脂質,牛乳,3.8,g,200,7.6,57,13.3,2,,13003,確認済,2025年版・女性30-49・目標量25%E×2050kcal÷9で換算,13003 ＜牛乳及び乳製品＞ （液状乳類） 普通牛乳
fat,脂質,ピーナッツ,49.6,g,15,7.44,57.0,13.1,2,,05035,確認済,2025年版・女性30-49・目標量25%E×2050kcal÷9で換算,成分表八訂 らっかせい 大粒種 いり／目安量は暫定
fat,脂質,カシューナッツ,47.6,g,15,7.14,57.0,12.5,2,,05005,確認済,2025年版・女性30-49・目標量25%E×2050kcal÷9で換算,成分表八訂 カシューナッツ フライ 味付け／目安量は暫定
fat,脂質,えごま油,100.0,g,5,5.0,57.0,8.8,3,,14024,確認済,2025年版・女性30-49・目標量25%E×2050kcal÷9で換算,成分表八訂 （植物油脂類） えごま油／目安量は暫定
fat,脂質,亜麻仁油,100.0,g,5,5.0,57.0,8.8,3,,14023,確認済,2025年版・女性30-49・目標量25%E×2050kcal÷9で換算,成分表八訂 （植物油脂類） あまに油／目安量は暫定
fat,脂質,牛脂,99.8,g,5,4.99,57,8.8,3,sat,14015,確認済,2025年版・女性30-49・目標量25%E×2050kcal÷9で換算,14015 （動物油脂類） 牛脂
